TIME.SecOfWeek   blh0.B        blh0.L        blh0.H      X       Y        Z       Dop       sigma0     mpos  
500874.000000  30.5100070580  114.3560362353  34.9618391469  -2268148.0751375672  5010320.1702313935  3219228.1310624634    1.6961    1.6868    2.8611  
500875.000000  30.5100070652  114.3560362966  34.9611918759  -2268148.0801075334  5010320.1669278741  3219228.1314164046    1.6961    1.6846    2.8573  
500876.000000  30.5100070621  114.3560363009  34.9658879898  -2268148.0822147853  5010320.1706026802  3219228.1335105547    1.6960    1.6834    2.8552  
500877.000000  30.5100070235  114.3560363039  34.9668409517  -2268148.0837177923  5010320.1732069682  3219228.1303096288    1.6960    1.6734    2.8380  
500878.000000  30.5100069794  114.3560363753  34.9653335847  -2268148.0904526380  5010320.1714608213  3219228.1253266605    1.6959    1.6677    2.8283  
500879.000000  30.5100069487  114.3560363494  34.9703917308  -2268148.0906950175  5010320.1780305663  3219228.1249635899    1.6959    1.6668    2.8267  
500880.000000  30.5100069728  114.3560363575  34.9828655757  -2268148.0952707119  5010320.1862637503  3219228.1336030443    1.6958    1.6711    2.8339  
500881.000000  30.5100069657  114.3560363514  34.9747959487  -2268148.0920401872  5010320.1805361202  3219228.1288237409    1.6958    1.6717    2.8349  
500882.000000  30.5100069640  114.3560363119  34.9596894495  -2268148.0832589967  5010320.1703281291  3219228.1209948808    1.6957    1.6642    2.8221  
500883.000000  30.5100069220  114.3560364122  34.9578509005  -2268148.0923466748  5010320.1670745667  3219228.1160433567    1.6957    1.6594    2.8138  
500884.000000  30.5100069115  114.3560364177  34.9522590199  -2268148.0910846461  5010320.1630053278  3219228.1122030527    1.6956    1.6564    2.8087  
500885.000000  30.5100068836  114.3560364345  34.9539860496  -2268148.0938180322  5010320.1651247907  3219228.1104152589    1.6956    1.6555    2.8071  
500886.000000  30.5100068283  114.3560364713  34.9490901064  -2268148.0965798325  5010320.1626592502  3219228.1026504454    1.6955    1.6512    2.7996  
500887.000000  30.5100068191  114.3560365360  34.9520826023  -2268148.1035103868  5010320.1629200140  3219228.1032913453    1.6955    1.6508    2.7989  
500888.000000  30.5100067766  114.3560365831  34.9475570070  -2268148.1070080055  5010320.1596829183  3219228.0969338412    1.6954    1.6469    2.7922  
500889.000000  30.5100067408  114.3560365892  34.9445455316  -2268148.1073081964  5010320.1589133814  3219228.0919816871    1.6954    1.6465    2.7914  
500890.000000  30.5100067334  114.3560365863  34.9443668388  -2268148.1071595345  5010320.1592681464  3219228.0911853043    1.6953    1.6452    2.7892  
500891.000000  30.5100067560  114.3560365964  34.9395489488  -2268148.1058085309  5010320.1539233802  3219228.0909037138    1.6952    1.6432    2.7856  
500892.000000  30.5100067777  114.3560366453  34.9296773905  -2268148.1060678302  5010320.1431296943  3219228.0879646791    1.6952    1.6414    2.7824  
500893.000000  30.5100067733  114.3560366150  34.9296974987  -2268148.1035280041  5010320.1445756974  3219228.0875463192    1.6951    1.6396    2.7793  
500894.000000  30.5100067984  114.3560366386  34.9335618829  -2268148.1063854191  5010320.1453848425  3219228.0919073843    1.6951    1.6442    2.7871  
500895.000000  30.5100067598  114.3560366628  34.9351037899  -2268148.1099475645  5010320.1476134881  3219228.0890061581    1.6950    1.6418    2.7829  
500896.000000  30.5100067849  114.3560366609  34.9224658394  -2268148.1047026310  5010320.1364839738  3219228.0849894225    1.6950    1.6420    2.7832  
500897.000000  30.5100067950  114.3560366758  34.9162431229  -2268148.1035662438  5010320.1304930486  3219228.0827894658    1.6949    1.6439    2.7864  
500898.000000  30.5100068366  114.3560366656  34.9169447152  -2268148.1019571605  5010320.1293118056  3219228.0871236562    1.6949    1.6456    2.7892  
500899.000000  30.5100068430  114.3560366668  34.9244349934  -2268148.1045764284  5010320.1348141422  3219228.0915378882    1.6948    1.6518    2.7996  
500900.000000  30.5100068662  114.3560365998  34.9084000541  -2268148.0924765430  5010320.1236957144  3219228.0856103413    1.6948    1.6493    2.7953  
500901.000000  30.5100069070  114.3560365511  34.8982902607  -2268148.0836827136  5010320.1155941412  3219228.0843759645    1.6947    1.6492    2.7950  
500902.000000  30.5100069963  114.3560365170  34.8959724801  -2268148.0777988741  5010320.1105491305  3219228.0917277462    1.6947    1.6489    2.7943  
500903.000000  30.5100069824  114.3560365275  34.8881879710  -2268148.0762755284  5010320.1047366597  3219228.0864464422    1.6946    1.6471    2.7912  
500904.000000  30.5100070383  114.3560365078  34.8813984375  -2268148.0708431932  5010320.0973220654  3219228.0883374461    1.6946    1.6474    2.7916  
500905.000000  30.5100070541  114.3560365161  34.8760140473  -2268148.0692872154  5010320.0919569433  3219228.0871149348    1.6945    1.6452    2.7877  
500906.000000  30.5100070889  114.3560364585  34.8610121859  -2268148.0581177934  5010320.0806773510  3219228.0828202209    1.6945    1.6440    2.7856  
500907.000000  30.5100071260  114.3560364596  34.8404909484  -2268148.0500566871  5010320.0626278203  3219228.0759446099    1.6944    1.6403    2.7793  
500908.000000  30.5100072323  114.3560364333  34.8203274235  -2268148.0381284170  5010320.0423861304  3219228.0758689838    1.6944    1.6441    2.7857  
500909.000000  30.5100072926  114.3560364567  34.8071528543  -2268148.0340961297  5010320.0280309347  3219228.0749333557    1.6943    1.6434    2.7844  
500910.000000  30.5100073385  114.3560364514  34.7912861267  -2268148.0269245538  5010320.0134375710  3219228.0712601682    1.6942    1.6433    2.7841  
500911.000000  30.5100073869  114.3560364492  34.7696433226  -2268148.0179252592  5010319.9940507235  3219228.0648994124    1.6942    1.6378    2.7747  
500912.000000  30.5100074023  114.3560364014  34.7380752927  -2268148.0021688156  5010319.9703792352  3219228.0503416592    1.6941    1.6325    2.7656  
500913.000000  30.5100074173  114.3560363498  34.7092821365  -2268147.9870808125  5010319.9490523562  3219228.0371571402    1.6941    1.6247    2.7524  
500914.000000  30.5100074552  114.3560363942  34.6970556397  -2268147.9857328744  5010319.9357547294  3219228.0345753515    1.6940    1.6265    2.7554  
500915.000000  30.5100075149  114.3560364329  34.6841702424  -2268147.9831540938  5010319.9210509546  3219228.0337309637    1.6940    1.6292    2.7598  
500916.000000  30.5100075302  114.3560364302  34.6596295610  -2268147.9738488309  5010319.9011087082  3219228.0227349806    1.6939    1.6296    2.7605  
500917.000000  30.5100074887  114.3560365079  34.6510781618  -2268147.9785678899  5010319.8934513927  3219228.0144264461    1.6939    1.6332    2.7664  
500918.000000  30.5100075654  114.3560364691  34.6397515852  -2268147.9693676229  5010319.8821660466  3219228.0160017675    1.6938    1.6362    2.7714  
500919.000000  30.5100075880  114.3560364083  34.6239271443  -2268147.9579016208  5010319.8709968887  3219228.0101236454    1.6938    1.6331    2.7661  
500920.000000  30.5100076571  114.3560363574  34.6038780399  -2268147.9447226180  5010319.8537293551  3219228.0065508075    1.6937    1.6384    2.7751  
500921.000000  30.5100077359  114.3560362453  34.5737921670  -2268147.9224021654  5010319.8305165386  3219227.9987971857    1.6937    1.6366    2.7719  
500922.000000  30.5100077075  114.3560362781  34.5543815233  -2268147.9190304554  5010319.8154354552  3219227.9862381802    1.6936    1.6326    2.7650  
500923.000000  30.5100077093  114.3560363134  34.5465544062  -2268147.9192958111  5010319.8078040183  3219227.9824331729    1.6936    1.6357    2.7701  
500924.000000  30.5100077873  114.3560362589  34.5201047687  -2268147.9033284411  5010319.7851991262  3219227.9764558757    1.6935    1.6406    2.7784  
500925.000000  30.5100077736  114.3560362921  34.5135970479  -2268147.9042382413  5010319.7794822110  3219227.9718389176    1.6935    1.6420    2.7807  
500926.000000  30.5100078194  114.3560362492  34.4952790635  -2268147.8929101322  5010319.7644557757  3219227.9669159069    1.6934    1.6450    2.7857  
500927.000000  30.5100078402  114.3560362481  34.4671032121  -2268147.8823170648  5010319.7413166510  3219227.9546031845    1.6934    1.6436    2.7832  
500928.000000  30.5100078377  114.3560362690  34.4369773446  -2268147.8735038373  5010319.7169734323  3219227.9390653567    1.6933    1.6421    2.7807  
500929.000000  30.5100078557  114.3560363167  34.4254236622  -2268147.8731481363  5010319.7050986709  3219227.9349147212    1.6933    1.6438    2.7833  
500930.000000  30.5100079317  114.3560363306  34.4019252462  -2268147.8642516970  5010319.6822076207  3219227.9302443014    1.6932    1.6438    2.7833  
500931.000000  30.5100079735  114.3560362976  34.3830665890  -2268147.8536950322  5010319.6665645493  3219227.9246697207    1.6931    1.6416    2.7794  
500932.000000  30.5100079857  114.3560362758  34.3407185357  -2268147.8364581033  5010319.6335664634  3219227.9043330476    1.6931    1.6409    2.7781  
500933.000000  30.5100080116  114.3560363538  34.3274995182  -2268147.8379828311  5010319.6187773738  3219227.9000915922    1.6930    1.6405    2.7774  
500934.000000  30.5100080328  114.3560363468  34.3044058401  -2268147.8286770578  5010319.5998360263  3219227.8903987985    1.6930    1.6385    2.7740  
500935.000000  30.5100080331  114.3560363741  34.2827263223  -2268147.8233551336  5010319.5817297203  3219227.8794124760    1.6929    1.6338    2.7659  
500936.000000  30.5100080528  114.3560363966  34.2639023326  -2268147.8181728967  5010319.5650513852  3219227.8717453787    1.6929    1.6365    2.7704  
500937.000000  30.5100080868  114.3560364431  34.2482587919  -2268147.8158967947  5010319.5491890516  3219227.8670474966    1.6928    1.6417    2.7791  
500938.000000  30.5100080582  114.3560365180  34.2351256432  -2268147.8184415954  5010319.5373821137  3219227.8576510129    1.6928    1.6426    2.7806  
500939.000000  30.5100080956  114.3560365207  34.2045504125  -2268147.8069471288  5010319.5113623356  3219227.8456964078    1.6927    1.6435    2.7821  
500940.000000  30.5100080695  114.3560365710  34.1911530681  -2268147.8071869458  5010319.5001958692  3219227.8364025294    1.6927    1.6416    2.7787  
500941.000000  30.5100081535  114.3560365930  34.1810769904  -2268147.8035845119  5010319.4871058213  3219227.8393133408    1.6926    1.6419    2.7791  
500942.000000  30.5100081628  114.3560366128  34.1603954928  -2268147.7977531059  5010319.4696159726  3219227.8296963708    1.6926    1.6385    2.7733  
500943.000000  30.5100081976  114.3560366475  34.1486144774  -2268147.7957938560  5010319.4572079936  3219227.8270445229    1.6925    1.6406    2.7768  
500944.000000  30.5100082455  114.3560366434  34.1391168516  -2268147.7909503719  5010319.4474624200  3219227.8267928544    1.6925    1.6445    2.7833  
500945.000000  30.5100082392  114.3560366414  34.1195861753  -2268147.7839756329  5010319.4325380661  3219227.8162766905    1.6924    1.6468    2.7871  
500946.000000  30.5100082566  114.3560366658  34.1032238137  -2268147.7798902732  5010319.4178352961  3219227.8096365086    1.6924    1.6487    2.7902  
500947.000000  30.5100082315  114.3560366891  34.1057327753  -2268147.7834094786  5010319.4201669348  3219227.8085109275    1.6923    1.6541    2.7993  
500948.000000  30.5100082667  114.3560367269  34.0814139051  -2268147.7772513176  5010319.3977850769  3219227.7995208893    1.6923    1.6548    2.8003  
500949.000000  30.5100082892  114.3560367288  34.0744605912  -2268147.7744303886  5010319.3910916150  3219227.7981468765    1.6922    1.6568    2.8037  
500950.000000  30.5100083249  114.3560367260  34.0709252600  -2268147.7720956840  5010319.3866032651  3219227.7997560133    1.6922    1.6610    2.8107  
500951.000000  30.5100083611  114.3560367772  34.0590067711  -2268147.7714961697  5010319.3733657254  3219227.7971642409    1.6921    1.6601    2.8090  
500952.000000  30.5100083654  114.3560368017  34.0502151893  -2268147.7704216479  5010319.3652712200  3219227.7931131069    1.6920    1.6611    2.8106  
500953.000000  30.5100084131  114.3560368187  34.0460821604  -2268147.7693295670  5010319.3589076996  3219227.7955742334    1.6920    1.6656    2.8182  
500954.000000  30.5100084418  114.3560369074  34.0442379080  -2268147.7757651061  5010319.3524796572  3219227.7973751631    1.6919    1.6671    2.8206  
500955.000000  30.5100084651  114.3560370082  34.0409354474  -2268147.7828642386  5010319.3447048115  3219227.7979215300    1.6919    1.6661    2.8189  
500956.000000  30.5100084728  114.3560369828  34.0305438880  -2268147.7767746300  5010319.3371564494  3219227.7933843774    1.6918    1.6695    2.8245  
500957.000000  30.5100085199  114.3560369983  34.0452454500  -2268147.7822614838  5010319.3456639033  3219227.8053501085    1.6918    1.6748    2.8335  
500958.000000  30.5100086234  114.3560369789  34.0225086231  -2268147.7700842055  5010319.3232850786  3219227.8036840032    1.6917    1.6733    2.8308  
500959.000000  30.5100086502  114.3560370276  34.0124045508  -2268147.7701297910  5010319.3120477013  3219227.8011224740    1.6917    1.6787    2.8398  
500960.000000  30.5100086138  114.3560370971  34.0204801522  -2268147.7799195712  5010319.3175051510  3219227.8017407642    1.6916    1.6812    2.8440  
500961.000000  30.5100086937  114.3560371442  34.0226773564  -2268147.7829655963  5010319.3132658200  3219227.8104906818    1.6916    1.6816    2.8446  
500962.000000  30.5100087319  114.3560371910  34.0354337469  -2268147.7907031509  5010319.3194699073  3219227.8206107435    1.6915    1.6827    2.8463  
500963.000000  30.5100087886  114.3560371851  34.0265792338  -2268147.7857290097  5010319.3098442256  3219227.8215319151    1.6915    1.6847    2.8496  
500964.000000  30.5100088436  114.3560372177  34.0294441860  -2268147.7883193493  5010319.3079821235  3219227.8282409236    1.6914    1.6861    2.8519  
500965.000000  30.5100089301  114.3560372192  34.0122205624  -2268147.7803213056  5010319.2899714168  3219227.8277565036    1.6914    1.6908    2.8598  
500966.000000  30.5100090275  114.3560371715  33.9995032391  -2268147.7693679403  5010319.2768831821  3219227.8306065388    1.6913    1.6906    2.8594  
500967.000000  30.5100090655  114.3560371774  33.9848956373  -2268147.7638116181  5010319.2632383918  3219227.8268165835    1.6913    1.6897    2.8578  
500968.000000  30.5100090414  114.3560371409  33.9763692599  -2268147.7581560249  5010319.2592262132  3219227.8201827807    1.6912    1.6860    2.8514  
500969.000000  30.5100090776  114.3560371949  33.9691384649  -2268147.7594613959  5010319.2495548856  3219227.8199780784    1.6912    1.6879    2.8545  
500970.000000  30.5100091088  114.3560371495  33.9520230684  -2268147.7486881572  5010319.2363231312  3219227.8142610006    1.6911    1.6827    2.8456  
500971.000000  30.5100091600  114.3560371021  33.9393534986  -2268147.7388520385  5010319.2256311513  3219227.8127186960    1.6911    1.6848    2.8492  
500972.000000  30.5100092013  114.3560371565  33.9345886083  -2268147.7409646376  5010319.2176161837  3219227.8142455225    1.6910    1.6877    2.8539  
500973.000000  30.5100092859  114.3560371831  33.9233448002  -2268147.7373261647  5010319.2033985434  3219227.8166246694    1.6910    1.6934    2.8635  
500974.000000  30.5100093645  114.3560371810  33.9105581595  -2268147.7307776213  5010319.1894148057  3219227.8176398808    1.6909    1.6918    2.8607  
500975.000000  30.5100094288  114.3560371237  33.9009677218  -2268147.7208653241  5010319.1808597585  3219227.8189122896    1.6909    1.6872    2.8527  
500976.000000  30.5100094364  114.3560371390  33.8961400716  -2268147.7203128985  5010319.1760760145  3219227.8171852790    1.6908    1.6892    2.8561  
500977.000000  30.5100094561  114.3560371139  33.8828723701  -2268147.7129466357  5010319.1656487752  3219227.8123270343    1.6907    1.6900    2.8574  
500978.000000  30.5100094525  114.3560371233  33.8741028365  -2268147.7107361094  5010319.1585754389  3219227.8075356754    1.6907    1.6922    2.8610  
500979.000000  30.5100094475  114.3560371167  33.8729146672  -2268147.7098562792  5010319.1581620667  3219227.8064501258    1.6906    1.6896    2.8565  
500980.000000  30.5100094279  114.3560371280  33.8724812046  -2268147.7111452688  5010319.1583807552  3219227.8043561536    1.6906    1.6933    2.8626  
500981.000000  30.5100094637  114.3560370750  33.8614320382  -2268147.7017484582  5010319.1499735229  3219227.8021660107    1.6905    1.6963    2.8677  
500982.000000  30.5100094806  114.3560370502  33.8412723728  -2268147.6920296494  5010319.1342613557  3219227.7935492708    1.6905    1.6901    2.8571  
500983.000000  30.5100094886  114.3560369765  33.8355382476  -2268147.6833608160  5010319.1322671883  3219227.7914044461    1.6904    1.6897    2.8563  
500984.000000  30.5100095580  114.3560369570  33.8233066546  -2268147.6756930035  5010319.1198831117  3219227.7918232554    1.6904    1.6913    2.8589  
500985.000000  30.5100095844  114.3560369668  33.8202363066  -2268147.6748510515  5010319.1157291746  3219227.7927865922    1.6903    1.6920    2.8600  
500986.000000  30.5100096252  114.3560368992  33.7802092405  -2268147.6537680933  5010319.0848988276  3219227.7763619921    1.6903    1.6884    2.8539  
500987.000000  30.5100095782  114.3560369257  33.7611024156  -2268147.6503849733  5010319.0712667564  3219227.7621693038    1.6902    1.6882    2.8535  
500988.000000  30.5100096103  114.3560369150  33.7519283611  -2268147.6454509529  5010319.0628383113  3219227.7605821197    1.6902    1.6915    2.8589  
500989.000000  30.5100096477  114.3560369232  33.7292740112  -2268147.6372453948  5010319.0428185603  3219227.7526518558    1.6901    1.6864    2.8502  
500990.000000  30.5100097157  114.3560369066  33.7264048494  -2268147.6332002152  5010319.0377356727  3219227.7576893526    1.6901    1.6866    2.8505  
500991.000000  30.5100097701  114.3560368318  33.7066560062  -2268147.6183746196  5010319.0224126140  3219227.7528542317    1.6900    1.6822    2.8429  
500992.000000  30.5100098402  114.3560366515  33.6959430631  -2268147.5971739264  5010319.0175462989  3219227.7541131605    1.6900    1.6787    2.8369  
500993.000000  30.5100098514  114.3560366005  33.6887161210  -2268147.5898888805  5010319.0133209033  3219227.7515088567    1.6899    1.6778    2.8354  
500994.000000  30.5100098755  114.3560365947  33.6832594080  -2268147.5868820329  5010319.0080280984  3219227.7510474757    1.6899    1.6706    2.8231  
500995.000000  30.5100098705  114.3560365971  33.6586006852  -2268147.5784490616  5010318.9888391588  3219227.7380439378    1.6898    1.6653    2.8140  
500996.000000  30.5100099498  114.3560365036  33.6362036346  -2268147.5604736381  5010318.9708956145  3219227.7342481627    1.6898    1.6667    2.8163  
500997.000000  30.5100099399  114.3560364838  33.6175984805  -2268147.5523651489  5010318.9575787680  3219227.7238633274    1.6897    1.6656    2.8143  
500998.000000  30.5100099324  114.3560364587  33.5830571176  -2268147.5380658275  5010318.9318497311  3219227.7056100843    1.6897    1.6605    2.8056  
500999.000000  30.5100099880  114.3560364208  33.5620654859  -2268147.5260054464  5010318.9140225137  3219227.7002631216    1.6896    1.6559    2.7979  
501000.000000  30.5100100191  114.3560364142  33.5560914520  -2268147.5225829910  5010318.9080014741  3219227.7001994476    1.6896    1.6585    2.8021  
501001.000000  30.5100100651  114.3560363628  33.5363379596  -2268147.5100078192  5010318.8921734020  3219227.6945609469    1.6895    1.6565    2.7987  
501002.000000  30.5100100808  114.3560363374  33.5299099032  -2268147.5051322435  5010318.8873322848  3219227.6927958359    1.6895    1.6619    2.8077  
501003.000000  30.5100101543  114.3560361958  33.5285245441  -2268147.4905520831  5010318.8880779399  3219227.6991182002    1.6894    1.6593    2.8032  
501004.000000  30.5100102379  114.3560361274  33.4967605304  -2268147.4713439946  5010318.8615720104  3219227.6909719510    1.6894    1.6605    2.8051  
501005.000000  30.5100102663  114.3560361317  33.4791548960  -2268147.4648101940  5010318.8461235482  3219227.6847492186    1.6893    1.6615    2.8068  
501006.000000  30.5100103033  114.3560361075  33.4653699221  -2268147.4569329610  5010318.8343691416  3219227.6812814386    1.6892    1.6610    2.8058  
501007.000000  30.5100103657  114.3560360464  33.4490471259  -2268147.4443431669  5010318.8207750730  3219227.6789569817    1.6892    1.6585    2.8015  
501008.000000  30.5100104013  114.3560360383  33.4201186402  -2268147.4325253242  5010318.7965645157  3219227.6676753261    1.6891    1.6546    2.7949  
501009.000000  30.5100104569  114.3560360278  33.3939576903  -2268147.4210234457  5010318.7736003837  3219227.6596968733    1.6891    1.6554    2.7961  
501010.000000  30.5100105017  114.3560360179  33.3783275113  -2268147.4135700106  5010318.7594240094  3219227.6560422312    1.6890    1.6563    2.7976  
501011.000000  30.5100104963  114.3560360149  33.3541702386  -2268147.4048434510  5010318.7408633223  3219227.6432606191    1.6890    1.6539    2.7935  
501012.000000  30.5100104818  114.3560359856  33.3386557754  -2268147.3971101418  5010318.7305833958  3219227.6340060434    1.6889    1.6492    2.7853  
501013.000000  30.5100104984  114.3560359107  33.3293355191  -2268147.3868644768  5010318.7253814153  3219227.6308602476    1.6889    1.6488    2.7846  
501014.000000  30.5100105812  114.3560359734  33.3086125562  -2268147.3830570807  5010318.7023921674  3219227.6282469314    1.6888    1.6551    2.7952  
501015.000000  30.5100106762  114.3560359171  33.3104047272  -2268147.3765719868  5010318.7011586484  3219227.6382225184    1.6888    1.6569    2.7982  
501016.000000  30.5100106902  114.3560359332  33.3068763651  -2268147.3763945266  5010318.6970351795  3219227.6377715548    1.6887    1.6556    2.7959  
501017.000000  30.5100107611  114.3560358842  33.2963298885  -2268147.3667247784  5010318.6870603114  3219227.6391860740    1.6887    1.6514    2.7886  
501018.000000  30.5100108183  114.3560359089  33.3006662335  -2268147.3690893478  5010318.6865544217  3219227.6468546637    1.6886    1.6569    2.7979  
501019.000000  30.5100108564  114.3560359618  33.2928629769  -2268147.3700652081  5010318.6763800560  3219227.6465306627    1.6886    1.6607    2.8042  
501020.000000  30.5100109099  114.3560359761  33.2706830725  -2268147.3621864142  5010318.6556638293  3219227.6403829530    1.6885    1.6602    2.8033  
501021.000000  30.5100110058  114.3560359045  33.2565536993  -2268147.3486830750  5010318.6424884610  3219227.6423709546    1.6885    1.6608    2.8042  
501022.000000  30.5100110551  114.3560358935  33.2445765631  -2268147.3423205428  5010318.6309974240  3219227.6409968743    1.6884    1.6622    2.8065  
501023.000000  30.5100110873  114.3560358964  33.2311227787  -2268147.3370430367  5010318.6186743975  3219227.6372410925    1.6884    1.6583    2.7999  
501024.000000  30.5100111458  114.3560358834  33.2244437151  -2268147.3321798132  5010318.6109430110  3219227.6394411479    1.6883    1.6539    2.7923  
501025.000000  30.5100111867  114.3560358770  33.2194258245  -2268147.3288872615  5010318.6051653093  3219227.6407936984    1.6883    1.6621    2.8061  
501026.000000  30.5100112517  114.3560359370  33.2156373430  -2268147.3312814762  5010318.5964833107  3219227.6450778777    1.6882    1.6680    2.8159  
501027.000000  30.5100112971  114.3560359449  33.1911698803  -2268147.3222241811  5010318.5746349422  3219227.6369993500    1.6882    1.6700    2.8192  
501028.000000  30.5100114209  114.3560360023  33.1793984054  -2268147.3201866988  5010318.5567766316  3219227.6428470071    1.6881    1.6707    2.8203  
501029.000000  30.5100114315  114.3560359762  33.1444019647  -2268147.3052260638  5010318.5298014591  3219227.6260866779    1.6881    1.6731    2.8244  
501030.000000  30.5100114799  114.3560360921  33.1315546203  -2268147.3096713363  5010318.5126500838  3219227.6241853624    1.6880    1.6709    2.8205  
501031.000000  30.5100115366  114.3560360868  33.1138667110  -2268147.3016085122  5010318.4960678024  3219227.6206234880    1.6880    1.6756    2.8284  
501032.000000  30.5100115692  114.3560361072  33.1020497493  -2268147.2984383660  5010318.4843132552  3219227.6177381007    1.6879    1.6788    2.8337  
501033.000000  30.5100116289  114.3560361358  33.0868298132  -2268147.2941418448  5010318.4681739835  3219227.6157167107    1.6879    1.6790    2.8339  
501034.000000  30.5100116865  114.3560361724  33.0635215612  -2268147.2877262221  5010318.4454782847  3219227.6093826662    1.6878    1.6799    2.8354  
501035.000000  30.5100117721  114.3560361955  33.0392444590  -2268147.2791285999  5010318.4211208718  3219227.6052362602    1.6878    1.6924    2.8563  
501036.000000  30.5100118029  114.3560362029  33.0150097515  -2268147.2704551099  5010318.4002299607  3219227.5958674061    1.6877    1.6936    2.8583  
501037.000000  30.5100118578  114.3560363243  33.0023768209  -2268147.2753095413  5010318.3826883957  3219227.5947052906    1.6877    1.7010    2.8708  
501038.000000  30.5100118956  114.3560363400  32.9906118680  -2268147.2716243151  5010318.3708952060  3219227.5923425630    1.6876    1.7073    2.8813  
501039.000000  30.5100119231  114.3560363831  32.9758276846  -2268147.2695009788  5010318.3561758539  3219227.5874634553    1.6876    1.7127    2.8903  
501040.000000  30.5100119658  114.3560363989  32.9681415446  -2268147.2671620939  5010318.3473299667  3219227.5876361830    1.6875    1.7170    2.8974  
501041.000000  30.5100119735  114.3560364104  32.9472899353  -2268147.2605748526  5010318.3301186822  3219227.5777824628    1.6875    1.7139    2.8922  
501042.000000  30.5100120009  114.3560363420  32.9230833948  -2268147.2453598869  5010318.3124169149  3219227.5681168460    1.6874    1.7178    2.8987  
501043.000000  30.5100120906  114.3560363825  32.9133493658  -2268147.2433580742  5010318.2985775955  3219227.5717395395    1.6873    1.7241    2.9091  
501044.000000  30.5100120869  114.3560363711  32.8879119325  -2268147.2334125834  5010318.2792525981  3219227.5584710394    1.6873    1.7226    2.9065  
501045.000000  30.5100121050  114.3560364560  32.8733959086  -2268147.2352591292  5010318.2635722775  3219227.5528274323    1.6872    1.7307    2.9202  
501046.000000  30.5100121722  114.3560364677  32.8523112405  -2268147.2272333880  5010318.2431131396  3219227.5485424185    1.6872    1.7409    2.9373  
501047.000000  30.5100122251  114.3560364290  32.8394547002  -2268147.2180491951  5010318.2318413071  3219227.5470720143    1.6871    1.7408    2.9370  
501048.000000  30.5100122302  114.3560363746  32.8054431640  -2268147.2010869537  5010318.2070418503  3219227.5302889217    1.6871    1.7434    2.9412  
501049.000000  30.5100122810  114.3560363942  32.7790838666  -2268147.1922618453  5010318.1829723325  3219227.5217553284    1.6870    1.7497    2.9518  
501050.000000  30.5100123188  114.3560363493  32.7786756298  -2268147.1873090724  5010318.1824877514  3219227.5251665409    1.6870    1.7549    2.9605  
501051.000000  30.5100123641  114.3560363632  32.7579467045  -2268147.1801087633  5010318.1633474696  3219227.5189656648    1.6869    1.7571    2.9642  
501052.000000  30.5100124485  114.3560362959  32.7330637155  -2268147.1634198031  5010318.1421546629  3219227.5143961948    1.6869    1.7603    2.9695  
501053.000000  30.5100124698  114.3560362399  32.7423198298  -2268147.1613178547  5010318.1505449377  3219227.5211281194    1.6868    1.7661    2.9791  
501054.000000  30.5100125396  114.3560362240  32.7295525195  -2268147.1537786974  5010318.1375737777  3219227.5213092826    1.6868    1.7728    2.9904  
501055.000000  30.5100125595  114.3560362053  32.7152683185  -2268147.1466054944  5010318.1260795128  3219227.5159632890    1.6867    1.7793    3.0012  
501056.000000  30.5100125725  114.3560361930  32.7171910163  -2268147.1459095594  5010318.1274134768  3219227.5181752467    1.6867    1.7760    2.9955  
501057.000000  30.5100125722  114.3560360993  32.6938133240  -2268147.1294146497  5010318.1127916165  3219227.5062765889    1.6866    1.7723    2.9892  
501058.000000  30.5100125994  114.3560360499  32.6768945893  -2268147.1184486565  5010318.1000701683  3219227.5002928660    1.6866    1.7711    2.9871  
501059.000000  30.5100126340  114.3560360003  32.6595536359  -2268147.1071512159  5010318.0866469266  3219227.4947943944    1.6865    1.7728    2.9899  
501060.000000  30.5100126934  114.3560359559  32.6426040111  -2268147.0958628748  5010318.0720602376  3219227.4918589965    1.6865    1.7748    2.9932  
501061.000000  30.5100127388  114.3560358888  32.6240560347  -2268147.0823539756  5010318.0578273181  3219227.4867824460    1.6864    1.7758    2.9948  
501062.000000  30.5100127843  114.3560358503  32.6160262553  -2268147.0750770913  5010318.0507179806  3219227.4870495140    1.6864    1.7773    2.9973  
501063.000000  30.5100127694  114.3560358028  32.5969988648  -2268147.0645120502  5010318.0384284537  3219227.4759640158    1.6863    1.7706    2.9858  
501064.000000  30.5100127451  114.3560358117  32.5894339085  -2268147.0631702547  5010318.0333855273  3219227.4697984261    1.6863    1.7703    2.9853  
501065.000000  30.5100127037  114.3560357652  32.5776579427  -2268147.0558734261  5010318.0281040967  3219227.4598746933    1.6862    1.7645    2.9754  
501066.000000  30.5100126649  114.3560357589  32.5671121161  -2268147.0524770808  5010318.0220673988  3219227.4508118457    1.6862    1.7669    2.9793  
501067.000000  30.5100126018  114.3560357779  32.5644549979  -2268147.0546618323  5010318.0224680845  3219227.4434296647    1.6861    1.7685    2.9820  
501068.000000  30.5100125714  114.3560358065  32.5616400642  -2268147.0568668586  5010318.0206855880  3219227.4390975367    1.6861    1.7728    2.9891  
501069.000000  30.5100125090  114.3560357850  32.5467046183  -2268147.0511343922  5010318.0130110262  3219227.4255554006    1.6860    1.7696    2.9836  
