TIME.SecOfWeek   blh0.B        blh0.L        blh0.H      X       Y        Z       Dop       sigma0     mpos  
495973.000000  30.5099927142  114.3560414687  31.7961026523  -2268147.7409229889  5010318.2138499366  3219225.1538528861    2.0360    1.0635    2.1653  
495974.000000  30.5099927279  114.3560414731  31.8018975556  -2268147.7430496807  5010318.2175228158  3219225.1581007084    2.0360    1.0658    2.1699  
495975.000000  30.5099927123  114.3560415259  31.7903619623  -2268147.7439322770  5010318.2071748329  3219225.1507587554    2.0360    1.0652    2.1688  
495976.000000  30.5099927654  114.3560415403  31.7532227477  -2268147.7307629925  5010318.1747335419  3219225.1369744833    2.0361    1.0683    2.1752  
495977.000000  30.5099928434  114.3560416004  31.7230759673  -2268147.7234905404  5010318.1446971986  3219225.1291184714    2.0361    1.0726    2.1840  
495978.000000  30.5099928470  114.3560416541  31.7225122890  -2268147.7279033698  5010318.1419454208  3219225.1291740080    2.0361    1.0777    2.1942  
495979.000000  30.5099928800  114.3560417011  31.7236922896  -2268147.7316704905  5010318.1393166417  3219225.1329258340    2.0361    1.0766    2.1922  
495980.000000  30.5099928933  114.3560417050  31.7075586421  -2268147.7259678780  5010318.1258215541  3219225.1260009622    2.0361    1.0801    2.1993  
495981.000000  30.5099929178  114.3560417232  31.7028620904  -2268147.7253217204  5010318.1201561373  3219225.1259608022    2.0362    1.0831    2.2053  
495982.000000  30.5099929484  114.3560417299  31.6738362135  -2268147.7148839920  5010318.0955395494  3219225.1141491523    2.0362    1.0845    2.2083  
495983.000000  30.5099930155  114.3560416875  31.6443422772  -2268147.6991414027  5010318.0706314109  3219225.1055788770    2.0362    1.0865    2.2123  
495984.000000  30.5099930987  114.3560417726  31.6037488123  -2268147.6902305740  5010318.0311347051  3219225.0929178167    2.0362    1.0866    2.2125  
495985.000000  30.5099931725  114.3560417050  31.5912603065  -2268147.6781704910  5010318.0202234844  3219225.0936275353    2.0362    1.0879    2.2153  
495986.000000  30.5099931794  114.3560416885  31.5588312112  -2268147.6650435254  5010317.9950702116  3219225.0778242713    2.0363    1.0884    2.2164  
495987.000000  30.5099931929  114.3560417612  31.5555006312  -2268147.6698995177  5010317.9888877766  3219225.0774233085    2.0363    1.0908    2.2211  
495988.000000  30.5099932513  114.3560417632  31.5095024966  -2268147.6523815440  5010317.9497114699  3219225.0596449692    2.0363    1.0906    2.2209  
495989.000000  30.5099932994  114.3560417742  31.4575383766  -2268147.6337661906  5010317.9060265096  3219225.0378535357    2.0363    1.0908    2.2212  
495990.000000  30.5099934102  114.3560418034  31.3898157496  -2268147.6096841916  5010317.8460319145  3219225.0140621699    2.0363    1.0881    2.2157  
495991.000000  30.5099935445  114.3560417877  31.3182122195  -2268147.5797533984  5010317.7835684903  3219224.9905365040    2.0364    1.0902    2.2200  
495992.000000  30.5099936300  114.3560417878  31.3035473982  -2268147.5725641702  5010317.7676730771  3219224.9912559907    2.0364    1.0939    2.2275  
495993.000000  30.5099937561  114.3560418005  31.2527275188  -2268147.5526896315  5010317.7208213629  3219224.9774952768    2.0364    1.0963    2.2324  
495994.000000  30.5099938475  114.3560417774  31.2208298426  -2268147.5372183342  5010317.6920099827  3219224.9700346999    2.0364    1.1009    2.2420  
495995.000000  30.5099939041  114.3560418492  31.1977582127  -2268147.5339859203  5010317.6681575114  3219224.9637272931    2.0364    1.1026    2.2454  
495996.000000  30.5099940068  114.3560418357  31.1587268105  -2268147.5165482690  5010317.6327927364  3219224.9537227359    2.0365    1.1058    2.2520  
495997.000000  30.5099941072  114.3560418246  31.1214686995  -2268147.5000157920  5010317.5988378134  3219224.9443979999    2.0365    1.1071    2.2546  
495998.000000  30.5099941189  114.3560418074  31.0859701270  -2268147.4856265835  5010317.5710572181  3219224.9274938526    2.0365    1.1076    2.2556  
495999.000000  30.5099941149  114.3560418365  31.0823108675  -2268147.4869640004  5010317.5672410484  3219224.9252498089    2.0365    1.1102    2.2610  
496000.000000  30.5099941703  114.3560418084  31.0641958406  -2268147.4767797957  5010317.5512954341  3219224.9213470216    2.0365    1.1106    2.2618  
496001.000000  30.5099942207  114.3560418315  31.0665134192  -2268147.4784577577  5010317.5496181380  3219224.9273306895    2.0365    1.1127    2.2661  
496002.000000  30.5099942512  114.3560418365  31.0575558599  -2268147.4749974888  5010317.5408241879  3219224.9257035945    2.0366    1.1147    2.2701  
496003.000000  30.5099943062  114.3560418285  31.0439555934  -2268147.4681926924  5010317.5276497556  3219224.9240443907    2.0366    1.1139    2.2686  
496004.000000  30.5099943479  114.3560418621  31.0204923134  -2268147.4618263058  5010317.5057660164  3219224.9161152765    2.0366    1.1145    2.2698  
496005.000000  30.5099944000  114.3560418947  31.0024143029  -2268147.4570470224  5010317.4876088342  3219224.9119217675    2.0366    1.1188    2.2787  
496006.000000  30.5099943298  114.3560419275  31.0183710800  -2268147.4672115431  5010317.5024388116  3219224.9133119266    2.0366    1.1161    2.2731  
496007.000000  30.5099943673  114.3560419418  30.9792049741  -2268147.4536741143  5010317.4692095714  3219224.8970110416    2.0366    1.1161    2.2731  
496008.000000  30.5099943764  114.3560419674  30.9748774413  -2268147.4541656780  5010317.4643333554  3219224.8956814436    2.0367    1.1180    2.2770  
496009.000000  30.5099943497  114.3560419773  30.9488930553  -2268147.4464239674  5010317.4449122697  3219224.8799418425    2.0367    1.1190    2.2790  
496010.000000  30.5099944122  114.3560419887  30.9278653068  -2268147.4384937901  5010317.4247548394  3219224.8752356400    2.0367    1.1206    2.2822  
496011.000000  30.5099944445  114.3560419914  30.9285396552  -2268147.4382256898  5010317.4235214107  3219224.8786583650    2.0367    1.1210    2.2832  
496012.000000  30.5099944319  114.3560420210  30.9234859357  -2268147.4393072533  5010317.4190296503  3219224.8748911289    2.0367    1.1239    2.2891  
496013.000000  30.5099944586  114.3560420004  30.9122572737  -2268147.4328970648  5010317.4096647287  3219224.8717378024    2.0367    1.1249    2.2910  
496014.000000  30.5099944533  114.3560420565  30.9296719721  -2268147.4441110147  5010317.4213844640  3219224.8800735022    2.0368    1.1264    2.2942  
496015.000000  30.5099944994  114.3560420298  30.9045915343  -2268147.4317942262  5010317.4003885156  3219224.8717509359    2.0368    1.1278    2.2970  
496016.000000  30.5099944832  114.3560420378  30.9006445715  -2268147.4314722759  5010317.3978073467  3219224.8681922466    2.0368    1.1316    2.3048  
496017.000000  30.5099944924  114.3560420504  30.8930038838  -2268147.4296442121  5010317.3908403749  3219224.8651922871    2.0368    1.1341    2.3098  
496018.000000  30.5099944653  114.3560420284  30.9022002378  -2268147.4316126537  5010317.4003155325  3219224.8672806737    2.0368    1.1338    2.3093  
496019.000000  30.5099944071  114.3560420981  30.8978400184  -2268147.4375135805  5010317.3971184390  3219224.8595051197    2.0368    1.1355    2.3127  
496020.000000  30.5099944480  114.3560420698  30.8734171828  -2268147.4254114446  5010317.3769714329  3219224.8510151915    2.0368    1.1358    2.3134  
496021.000000  30.5099944452  114.3560420587  30.8458638955  -2268147.4147175178  5010317.3559315233  3219224.8367540361    2.0369    1.1362    2.3143  
496022.000000  30.5099944035  114.3560420228  30.8674429068  -2268147.4202114828  5010317.3764242390  3219224.8437327063    2.0369    1.1357    2.3132  
496023.000000  30.5099944164  114.3560419971  30.8420734722  -2268147.4086522670  5010317.3568730373  3219224.8320772033    2.0369    1.1372    2.3164  
496024.000000  30.5099944386  114.3560419734  30.8513997504  -2268147.4093768406  5010317.3639942147  3219224.8389311680    2.0369    1.1405    2.3230  
496025.000000  30.5099944456  114.3560419338  30.8482376235  -2268147.4046284216  5010317.3627200481  3219224.8379956596    2.0369    1.1427    2.3275  
496026.000000  30.5099944649  114.3560419492  30.8741870467  -2268147.4147462840  5010317.3814861001  3219224.8530161050    2.0369    1.1420    2.3262  
496027.000000  30.5099944599  114.3560419721  30.8593585510  -2268147.4115928970  5010317.3691962976  3219224.8450146192    2.0369    1.1412    2.3245  
496028.000000  30.5099944562  114.3560419769  30.8584381482  -2268147.4117752286  5010317.3684748597  3219224.8441894003    2.0369    1.1437    2.3296  
496029.000000  30.5099944469  114.3560419545  30.8791558454  -2268147.4173948262  5010317.3861003928  3219224.8538161409    2.0370    1.1432    2.3286  
496030.000000  30.5099944826  114.3560419388  30.8639338808  -2268147.4097831780  5010317.3729418740  3219224.8495027325    2.0370    1.1474    2.3372  
496031.000000  30.5099944479  114.3560419636  30.8526198827  -2268147.4087375789  5010317.3648614772  3219224.8404411119    2.0370    1.1450    2.3322  
496032.000000  30.5099944959  114.3560419436  30.8427103404  -2268147.4023506185  5010317.3554116385  3219224.8400010960    2.0370    1.1442    2.3308  
496033.000000  30.5099945065  114.3560419374  30.8345847828  -2268147.3986774925  5010317.3487398457  3219224.8368810080    2.0370    1.1450    2.3323  
496034.000000  30.5099944564  114.3560419474  30.8530664295  -2268147.4072792260  5010317.3654169878  3219224.8414825108    2.0370    1.1444    2.3312  
496035.000000  30.5099944921  114.3560419475  30.8528930089  -2268147.4063981664  5010317.3634451274  3219224.8448059349    2.0370    1.1482    2.3388  
496036.000000  30.5099944950  114.3560419522  30.8439264391  -2268147.4035557290  5010317.3560768012  3219224.8405247559    2.0370    1.1496    2.3419  
496037.000000  30.5099944973  114.3560419922  30.8477646653  -2268147.4083647085  5010317.3573850328  3219224.8426969363    2.0370    1.1480    2.3386  
496038.000000  30.5099934070  114.3560420862  31.5544982776  -2268147.6929986910  5010317.9642602894  3219225.0973560694    2.6193    1.2458    3.2631  
496039.000000  30.5099933648  114.3560421209  31.5678779129  -2268147.7017660658  5010317.9755483475  3219225.1001234385    2.6193    1.2446    3.2601  
496040.000000  30.5099933769  114.3560421500  31.5813085781  -2268147.7088051406  5010317.9843138400  3219225.1081006392    2.6194    1.2470    3.2663  
496041.000000  30.5099957140  114.3560419561  30.0402620742  -2268147.0900579495  5010316.6626469642  3219224.5489497436    2.0371    1.2008    2.4462  
496042.000000  30.5099960795  114.3560419482  29.7722465228  -2268146.9856605357  5010316.4338629376  3219224.4477884974    2.0371    1.2249    2.4953  
496043.000000  30.5099955840  114.3560419825  30.1229911940  -2268147.1247780412  5010316.7332033748  3219224.5785264415    2.0371    1.1976    2.4397  
496044.000000  30.5099983336  114.3560417711  28.3513931427  -2268146.4130172832  5010315.2101230873  3219223.9417268587    2.0371    1.4070    2.8662  
496045.000000  30.5099933233  114.3560421671  31.6559731010  -2268147.7380689215  5010318.0449910667  3219225.1408837643    2.6196    1.2499    3.2744  
496046.000000  30.5099932977  114.3560422111  31.6738327229  -2268147.7488603615  5010318.0585770831  3219225.1475063418    2.6197    1.2491    3.2722  
496047.000000  30.5099982487  114.3560418149  28.4421134703  -2268146.4510502052  5010315.2839471065  3219223.9796738792    2.0372    1.4008    2.8536  
496048.000000  30.5099932929  114.3560421996  31.6960149882  -2268147.7558399672  5010318.0766897975  3219225.1583128995    2.6198    1.2489    3.2718  
496049.000000  30.5099998990  114.3560417504  27.3615247812  -2268146.0231665750  5010314.3537659310  3219223.5886973720    2.0372    1.5784    3.2155  
496050.000000  30.5099970216  114.3560419834  29.2940512626  -2268146.7969599934  5010316.0088516464  3219224.2949917018    2.0372    1.2962    2.6407  
496051.000000  30.5100011217  114.3560417154  26.5869960142  -2268145.7165289545  5010313.6845625080  3219223.3122570426    2.0372    1.7238    3.5117  
496052.000000  30.5099933349  114.3560423548  31.7168904552  -2268147.7758537703  5010318.0847766707  3219225.1729230080    2.6200    1.2537    3.2848  
496053.000000  30.5099932971  114.3560423790  31.7278843923  -2268147.7827583179  5010318.0943856183  3219225.1748907631    2.6200    1.2526    3.2818  
496054.000000  30.5099933146  114.3560423832  31.7394145690  -2268147.7868154058  5010318.1023693327  3219225.1824200777    2.6201    1.2532    3.2836  
496055.000000  30.5099933030  114.3560423925  31.7496625753  -2268147.7915397258  5010318.1106418250  3219225.1865104893    2.6201    1.2510    3.2777  
496056.000000  30.5099932843  114.3560424486  31.7574758250  -2268147.7996587986  5010318.1155093256  3219225.1886932934    2.6202    1.2449    3.2617  
496057.000000  30.5099933173  114.3560424886  31.7501956662  -2268147.7997977505  5010318.1065249545  3219225.1881456710    2.6202    1.2421    3.2546  
496058.000000  30.5099932652  114.3560425514  31.7712939773  -2268147.8139951937  5010318.1232675556  3219225.1938839098    2.6203    1.2446    3.2611  
496059.000000  30.5099932950  114.3560425560  31.7831803476  -2268147.8179341019  5010318.1308833463  3219225.2027663249    2.6203    1.2412    3.2522  
496060.000000  30.5099932589  114.3560425639  31.7929281807  -2268147.8229207033  5010318.1400781292  3219225.2042621663    2.6204    1.2386    3.2456  
496061.000000  30.5099932359  114.3560425764  31.8091514409  -2268147.8303197613  5010318.1534901764  3219225.2103046724    2.6204    1.2368    3.2409  
496062.000000  30.5099932246  114.3560426249  31.8131293757  -2268147.8362342743  5010318.1552765286  3219225.2112391829    2.6205    1.2335    3.2322  
496063.000000  30.5099931852  114.3560426668  31.8319045734  -2268147.8474846873  5010318.1703738496  3219225.2170075574    2.6205    1.2332    3.2316  
496064.000000  30.5099931405  114.3560427081  31.8373647025  -2268147.8540726565  5010318.1753118634  3219225.2155179200    2.6205    1.2314    3.2270  
496065.000000  30.5099931843  114.3560427300  31.8356817663  -2268147.8543743645  5010318.1708789412  3219225.2188449721    2.6206    1.2302    3.2239  
496066.000000  30.5099956066  114.3560425538  30.2490182826  -2268147.2189902840  5010316.8083397076  3219224.6446718983    2.0373    1.1922    2.4288  
496067.000000  30.5099975718  114.3560424334  28.9343549879  -2268146.6957446192  5010315.6805120902  3219224.1649273345    2.0373    1.3379    2.7256  
496068.000000  30.5099968193  114.3560425253  29.4440066842  -2268146.9023254784  5010316.1154611139  3219224.3518074569    2.0373    1.2770    2.6016  
496069.000000  30.5099947923  114.3560427190  30.7927388456  -2268147.4455246059  5010317.2702978514  3219224.8429385950    2.0373    1.1536    2.3503  
496070.000000  30.5099938689  114.3560428003  31.4322283044  -2268147.7012808695  5010317.8163385112  3219225.0794036905    2.0373    1.1245    2.2909  
496071.000000  30.5099931584  114.3560428109  31.8784076916  -2268147.8772304482  5010318.2025374388  3219225.2380643403    2.6208    1.2207    3.1992  
496072.000000  30.5099948796  114.3560427268  30.7609673580  -2268147.4328946564  5010317.2405766575  3219224.8351445943    2.0373    1.1488    2.3405  
496073.000000  30.5099948185  114.3560427752  30.8063961305  -2268147.4546872773  5010317.2774498072  3219224.8523704335    2.0373    1.1444    2.3316  
496074.000000  30.5099937816  114.3560428680  31.4786185529  -2268147.7257045279  5010317.8545468850  3219225.0946178399    2.0373    1.1171    2.2760  
496075.000000  30.5099938590  114.3560429271  31.4404381653  -2268147.7155153025  5010317.8182703871  3219225.0826262305    2.0373    1.1172    2.2762  
496076.000000  30.5099939327  114.3560429416  31.3933410924  -2268147.6983341007  5010317.7769546434  3219225.0657550883    2.0373    1.1176    2.2769  
496077.000000  30.5099937230  114.3560429701  31.5460874438  -2268147.7599735931  5010317.9064636640  3219225.1232679770    2.0374    1.1092    2.2599  
496078.000000  30.5099931899  114.3560430591  31.8956596097  -2268147.9043283793  5010318.2046399647  3219225.2498308271    2.6211    1.2083    3.1671  
496079.000000  30.5099931774  114.3560430994  31.8964902712  -2268147.9084369964  5010318.2043421390  3219225.2490520133    2.6211    1.2088    3.1685  
496080.000000  30.5099931416  114.3560431050  31.9078971483  -2268147.9138121083  5010318.2149076574  3219225.2514246958    2.6211    1.2083    3.1671  
496081.000000  30.5099931692  114.3560431117  31.9018723881  -2268147.9116135784  5010318.2084961012  3219225.2510082694    2.6212    1.2063    3.1619  
496082.000000  30.5099934690  114.3560430634  31.6897054417  -2268147.8250497645  5010318.0285174428  3219225.1719209645    2.0374    1.1005    2.2421  
496083.000000  30.5099951829  114.3560429891  30.5717660263  -2268147.3815619303  5010317.0661461791  3219224.7680593175    2.0374    1.1463    2.3355  
496084.000000  30.5099963261  114.3560429240  29.7870150656  -2268147.0705095776  5010316.3941825218  3219224.4788410775    2.0374    1.2159    2.4772  
496085.000000  30.5099943355  114.3560431380  31.1201546211  -2268147.6090972940  5010317.5341104697  3219224.9655348770    2.0374    1.1130    2.2677  
496086.000000  30.5099933924  114.3560432426  31.7789151696  -2268147.8741972358  5010318.0953664640  3219225.2098970907    2.0374    1.0957    2.2324  
496087.000000  30.5099928636  114.3560432978  32.1418125723  -2268148.0202396135  5010318.4051171737  3219225.3436322385    2.0374    1.0976    2.2362  
496088.000000  30.5099919313  114.3560433433  32.7605046919  -2268148.2656818563  5010318.9367076969  3219225.5686900718    2.0374    1.1132    2.2680  
496089.000000  30.5099907448  114.3560434437  33.5336415349  -2268148.5766962743  5010319.6003762055  3219225.8478823081    2.0374    1.1663    2.3762  
496090.000000  30.5099911611  114.3560434153  33.2442837013  -2268148.4617395289  5010319.3530498520  3219225.7407384538    2.0374    1.1386    2.3197  
496091.000000  30.5099902849  114.3560435261  33.8220981406  -2268148.6970726368  5010319.8470942806  3219225.9503984726    2.0374    1.1879    2.4202  
496092.000000  30.5099907723  114.3560435244  33.4821504308  -2268148.5648244000  5010319.5553611340  3219225.8243594705    2.0374    1.1547    2.3526  
496093.000000  30.5099903162  114.3560435688  33.7842361135  -2268148.6866287342  5010319.8140838929  3219225.9341629180    2.0374    1.1782    2.4004  
496094.000000  30.5099907651  114.3560434780  33.4867534451  -2268148.5625670236  5010319.5611800179  3219225.8260101653    2.0374    1.1494    2.3418  
496095.000000  30.5099910590  114.3560435171  33.2997296015  -2268148.4927092851  5010319.3977725171  3219225.7591375560    2.0374    1.1338    2.3100  
496096.000000  30.5099912509  114.3560434772  33.1775903134  -2268148.4413751070  5010319.2936506206  3219225.7154522524    2.0374    1.1228    2.2877  
496097.000000  30.5099912653  114.3560434567  33.1463465225  -2268148.4281430128  5010319.2692022491  3219225.7009675284    2.0374    1.1183    2.2785  
496098.000000  30.5099914676  114.3560434342  33.0106914649  -2268148.3732890543  5010319.1532476097  3219225.6514162589    2.0374    1.1102    2.2619  
496099.000000  30.5099930594  114.3560432759  31.9439308317  -2268147.9434684343  5010318.2406344805  3219225.2618732541    2.6217    1.1758    3.0825  
496100.000000  30.5099988847  114.3560427574  28.0576827610  -2268146.3821127177  5010314.9122991031  3219223.8452531532    2.0374    1.4507    2.9557  
496101.000000  30.5099951479  114.3560430875  30.5705922442  -2268147.3905621329  5010317.0631233035  3219224.7641217741    2.0374    1.1283    2.2989  
496102.000000  30.5099920807  114.3560432686  32.5976410843  -2268148.1978115756  5010318.8041810011  3219225.5002748976    2.0374    1.0811    2.2027  
496103.000000  30.5099948258  114.3560429989  30.8023988120  -2268147.4726535282  5010317.2650832282  3219224.8510414241    2.0374    1.1082    2.2578  
496104.000000  30.5099946049  114.3560430238  30.9357392658  -2268147.5273334403  5010317.3800800992  3219224.8976360681    2.0374    1.1008    2.2428  
496105.000000  30.5099935074  114.3560431389  31.7089509461  -2268147.8375987313  5010318.0386598501  3219225.1853669905    2.0374    1.0716    2.1833  
496106.000000  30.5099945413  114.3560430391  31.0237126760  -2268147.5614112364  5010317.4517792566  3219224.9362253780    2.0374    1.0949    2.2308  
496107.000000  30.5099956318  114.3560429622  30.2728085835  -2268147.2625755859  5010316.8095516684  3219224.6591552533    2.0374    1.1531    2.3493  
496108.000000  30.5099951113  114.3560430590  30.5806312002  -2268147.3924890254  5010317.0740101449  3219224.7657165197    2.0374    1.1254    2.2930  
496109.000000  30.5099945983  114.3560430610  30.9092032453  -2268147.5213098149  5010317.3581187846  3219224.8835345898    2.0374    1.1032    2.2477  
496110.000000  30.5099949700  114.3560430210  30.6425232952  -2268147.4144372018  5010317.1313340757  3219224.7836454995    2.0374    1.1237    2.2895  
496111.000000  30.5099948935  114.3560430737  30.6576707633  -2268147.4262041175  5010317.1450588768  3219224.7840286749    2.0374    1.1216    2.2852  
496112.000000  30.5099949936  114.3560430708  30.5717230896  -2268147.3930921187  5010317.0725847706  3219224.7499516108    2.0374    1.1297    2.3017  
496113.000000  30.5099950831  114.3560431115  30.5432647904  -2268147.3844569931  5010317.0440472187  3219224.7440580130    2.0374    1.1373    2.3171  
496114.000000  30.5099928270  114.3560433089  32.0472225407  -2268147.9884481537  5010318.3323150724  3219225.2921151146    2.6220    1.1732    3.0760  
496115.000000  30.5099928200  114.3560433154  32.0523667932  -2268147.9910092358  5010318.3364553293  3219225.2940547909    2.6220    1.1727    3.0747  
496116.000000  30.5099928160  114.3560432734  32.0476484085  -2268147.9857478328  5010318.3346203910  3219225.2912798417    2.6220    1.1721    3.0731  
496117.000000  30.5099948790  114.3560431046  30.6357532060  -2268147.4214486079  5010317.1273781266  3219224.7715191892    2.0374    1.1219    2.2858  
496118.000000  30.5099917751  114.3560433892  32.7238021800  -2268148.2602820001  5010318.9140947713  3219225.5351343597    2.0374    1.0784    2.1971  
496119.000000  30.5099912009  114.3560434985  33.1279624701  -2268148.4267601743  5010319.2564199641  3219225.6854848643    2.0374    1.0955    2.2318  
496120.000000  30.5099927779  114.3560433626  32.0800562622  -2268148.0059480714  5010318.3584767981  3219225.3040959542    2.6220    1.1646    3.0537  
496121.000000  30.5099927900  114.3560433499  32.0875462219  -2268148.0072167744  5010318.3642394971  3219225.3090522378    2.6221    1.1630    3.0496  
496122.000000  30.5099975724  114.3560429068  28.8836653000  -2268146.7191097536  5010315.6219559480  3219224.1392564368    2.0374    1.3341    2.7180  
496123.000000  30.5099930979  114.3560432903  31.8686953848  -2268147.9171060505  5010318.1790425573  3219225.2273491188    2.0374    1.0624    2.1644  
496124.000000  30.5099926604  114.3560433301  32.1456490979  -2268148.0291387127  5010318.4172734022  3219225.3261681008    2.6221    1.1603    3.0424  
496125.000000  30.5099926264  114.3560433345  32.1410571253  -2268148.0286856168  5010318.4152319478  3219225.3205963331    2.6221    1.1577    3.0356  
496126.000000  30.5099926103  114.3560433695  32.1480283597  -2268148.0345924450  5010318.4201493422  3219225.3225917080    2.6221    1.1585    3.0377  
496127.000000  30.5099926098  114.3560433134  32.1513774162  -2268148.0308879707  5010318.4250223925  3219225.3242474287    2.6221    1.1578    3.0358  
496128.000000  30.5099925581  114.3560433064  32.1783597693  -2268148.0410665325  5010318.4491259661  3219225.3330083978    2.6221    1.1614    3.0454  
496129.000000  30.5099925311  114.3560432855  32.1824785685  -2268148.0413247291  5010318.4545707116  3219225.3325232146    2.6221    1.1603    3.0425  
496130.000000  30.5099924940  114.3560432684  32.2123478949  -2268148.0513032055  5010318.4805943975  3219225.3441423094    2.6221    1.1649    3.0545  
496131.000000  30.5099924530  114.3560432668  32.2321252162  -2268148.0591440564  5010318.4982831096  3219225.3502645744    2.6221    1.1666    3.0591  
496132.000000  30.5099923919  114.3560433120  32.2461241260  -2268148.0694870572  5010318.5106151402  3219225.3515351047    2.6221    1.1680    3.0627  
496133.000000  30.5099923805  114.3560432794  32.2636267804  -2268148.0731263701  5010318.5262225252  3219225.3593350048    2.6222    1.1696    3.0668  
496134.000000  30.5099923268  114.3560432080  32.2736029960  -2268148.0716717634  5010318.5396308331  3219225.3592746290    2.6222    1.1699    3.0676  
496135.000000  30.5099923031  114.3560431781  32.2831965676  -2268148.0730099715  5010318.5495634200  3219225.3618793231    2.6222    1.1708    3.0701  
496136.000000  30.5099922512  114.3560431532  32.2938190047  -2268148.0758129102  5010318.5615487816  3219225.3623119961    2.6222    1.1718    3.0727  
496137.000000  30.5099922087  114.3560431182  32.2983721560  -2268148.0753565952  5010318.5686893826  3219225.3605606938    2.6222    1.1716    3.0722  
496138.000000  30.5099922332  114.3560430966  32.3082872042  -2268148.0764281978  5010318.5760630295  3219225.3679411919    2.6222    1.1729    3.0756  
496139.000000  30.5099922376  114.3560430848  32.3110193266  -2268148.0762603753  5010318.5784537503  3219225.3697441858    2.6222    1.1745    3.0798  
496140.000000  30.5099921504  114.3560430557  32.3178403787  -2268148.0781635870  5010318.5894317953  3219225.3648761692    2.6222    1.1733    3.0765  
496141.000000  30.5099921155  114.3560430226  32.3258607872  -2268148.0789337265  5010318.5988216391  3219225.3656188012    2.6222    1.1751    3.0814  
496142.000000  30.5099921264  114.3560429967  32.3290451532  -2268148.0775432535  5010318.6017916240  3219225.3682727362    2.6222    1.1764    3.0847  
496143.000000  30.5099921438  114.3560429462  32.3352575023  -2268148.0749277030  5010318.6077750493  3219225.3730896492    2.6222    1.1762    3.0841  
496144.000000  30.5099920229  114.3560429630  32.3428943986  -2268148.0819180552  5010318.6193023706  3219225.3654192351    2.6222    1.1808    3.0963  
496145.000000  30.5099919940  114.3560429567  32.3556821216  -2268148.0865813596  5010318.6310651619  3219225.3691590121    2.6222    1.1841    3.1048  
496146.000000  30.5099919777  114.3560428953  32.3570319265  -2268148.0820709257  5010318.6353944354  3219225.3682814874    2.6222    1.1851    3.1074  
496147.000000  30.5099919357  114.3560428639  32.3624314414  -2268148.0822155783  5010318.6430308521  3219225.3670101832    2.6222    1.1813    3.0977  
496148.000000  30.5099919326  114.3560428248  32.3744664807  -2268148.0831516609  5010318.6541797919  3219225.3728248589    2.6222    1.1844    3.1056  
496149.000000  30.5099919266  114.3560428063  32.3953483580  -2268148.0890862825  5010318.6716107214  3219225.3828553697    2.6222    1.1852    3.1077  
496150.000000  30.5099919026  114.3560427915  32.4127666205  -2268148.0945445155  5010318.6870959587  3219225.3894049088    2.6222    1.1864    3.1108  
496151.000000  30.5099919478  114.3560427786  32.4155699573  -2268148.0933613367  5010318.6874874374  3219225.3951495076    2.6222    1.1904    3.1214  
496152.000000  30.5099919408  114.3560427428  32.4250779441  -2268148.0937682772  5010318.6967296023  3219225.3993047304    2.6221    1.1914    3.1240  
496153.000000  30.5099919200  114.3560427551  32.4377532890  -2268148.0998311085  5010318.7072574189  3219225.4037529156    2.6221    1.1941    3.1310  
496154.000000  30.5099919138  114.3560427447  32.4529147446  -2268148.1044570529  5010318.7198853390  3219225.4108569566    2.6221    1.1966    3.1376  
496155.000000  30.5099896773  114.3560429411  33.9594284501  -2268148.7088081990  5010320.0091940798  3219225.9620874254    2.0372    1.1575    2.3580  
496156.000000  30.5099902181  114.3560428504  33.6097888285  -2268148.5641006352  5010319.7106367368  3219225.8362276782    2.0372    1.1341    2.3104  
496157.000000  30.5099918930  114.3560426174  32.4541415721  -2268148.0942431665  5010318.7269533519  3219225.4094947767    2.6221    1.2042    3.1574  
496158.000000  30.5099918159  114.3560425543  32.4567775913  -2268148.0914430073  5010318.7354752189  3219225.4034722308    2.6221    1.2023    3.1525  
496159.000000  30.5099915114  114.3560425570  32.6421860131  -2268148.1646294240  5010318.8965023588  3219225.4685132941    2.0371    1.0980    2.2369  
496160.000000  30.5099917574  114.3560425191  32.4726738976  -2268148.0953731555  5010318.7523454474  3219225.4059522501    2.6221    1.2048    3.1590  
496161.000000  30.5099899057  114.3560426125  33.7142986981  -2268148.5876751118  5010319.8180967802  3219225.8594550253    2.0371    1.1430    2.3283  
496162.000000  30.5099904245  114.3560425392  33.3575360989  -2268148.4424705599  5010319.5143876048  3219225.7278773831    2.0371    1.1215    2.2847  
496163.000000  30.5099909217  114.3560424299  33.0212783916  -2268148.3018955546  5010319.2293067211  3219225.6046499810    2.0371    1.1107    2.2626  
496164.000000  30.5099917341  114.3560422906  32.4710114636  -2268148.0753457923  5010318.7612800961  3219225.4028812521    2.6220    1.2059    3.1620  
496165.000000  30.5099917044  114.3560422353  32.4774268176  -2268148.0734750284  5010318.7700284217  3219225.4033023771    2.6220    1.2081    3.1676  
496166.000000  30.5099917042  114.3560421552  32.4863124844  -2268148.0696341223  5010318.7801810522  3219225.4077971093    2.6220    1.2112    3.1758  
496167.000000  30.5099916994  114.3560421288  32.4925049786  -2268148.0696412669  5010318.7863315064  3219225.4104812113    2.6220    1.2154    3.1869  
496168.000000  30.5099917183  114.3560420984  32.4978483627  -2268148.0684426608  5010318.7907624189  3219225.4149949825    2.6220    1.2180    3.1935  
